budget,static_frontier_quality,learned_router_quality,oracle_quality,router_feasible,oracle_feasible,static_feasible,oracle_cost,router_realized_cost,static_expected_cost,oracle_method,oracle_lp_quality,router_vs_static_gap,oracle_vs_router_gap,fraction_of_available_routing_value_captured
0.0027604000000000005,0.5688888888888889,,0.5688888888888889,False,True,True,0.0027604000000000005,,0.0027603999999999984,approx,0.5688888888888889,,,
0.014812889999999999,0.6195068716804585,,0.9088888888888889,False,True,True,0.014812889999999999,,0.014812889999999999,approx,0.9088888888888889,,,
0.04602588,0.712162545533232,,0.9088888888888889,False,True,True,0.014812889999999999,,0.04602588,approx,0.9088888888888889,,,
0.08929135999999999,0.7333333333333333,,0.9088888888888889,False,True,True,0.014812889999999999,,0.053157699999999974,approx,0.9088888888888889,,,
0.13255683999999998,0.7333333333333333,,0.9088888888888889,False,True,True,0.014812889999999999,,0.053157699999999974,approx,0.9088888888888889,,,
0.17582231999999998,0.7333333333333333,,0.9088888888888889,False,True,True,0.014812889999999999,,0.053157699999999974,approx,0.9088888888888889,,,
0.21908779999999997,0.7333333333333333,,0.9088888888888889,False,True,True,0.014812889999999999,,0.053157699999999974,approx,0.9088888888888889,,,
0.26235327999999997,0.7333333333333333,,0.9088888888888889,False,True,True,0.014812889999999999,,0.053157699999999974,approx,0.9088888888888889,,,
0.30561876,0.7333333333333333,,0.9088888888888889,False,True,True,0.014812889999999999,,0.053157699999999974,approx,0.9088888888888889,,,
0.34888423999999996,0.7333333333333333,,0.9088888888888889,False,True,True,0.014812889999999999,,0.053157699999999974,approx,0.9088888888888889,,,
