budget,static_frontier_quality,learned_router_quality,oracle_quality,router_feasible,oracle_feasible,static_feasible,oracle_cost,router_realized_cost,static_expected_cost,oracle_method,oracle_lp_quality,router_vs_static_gap,oracle_vs_router_gap,fraction_of_available_routing_value_captured
0.0011909499999999999,0.0,,0.0,False,True,True,0.0011909499999999999,,0.0011909499999999996,approx,0.0,,,
0.00128075,0.004373093543660645,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.00128075,approx,0.07462686567164178,,,
0.005096425,0.05970149253731343,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.0024169000000000005,approx,0.07462686567164178,,,
0.0090019,0.05970149253731343,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.0024169000000000005,approx,0.07462686567164178,,,
0.012907374999999999,0.05970149253731343,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.0024169000000000005,approx,0.07462686567164178,,,
0.01681285,0.05970149253731343,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.0024169000000000005,approx,0.07462686567164178,,,
0.020718325,0.05970149253731343,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.0024169000000000005,approx,0.07462686567164178,,,
0.024623799999999998,0.05970149253731343,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.0024169000000000005,approx,0.07462686567164178,,,
0.028529275,0.05970149253731343,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.0024169000000000005,approx,0.07462686567164178,,,
0.03243475,0.05970149253731343,,0.07462686567164178,False,True,True,0.0012807499999999998,,0.0024169000000000005,approx,0.07462686567164178,,,
