budget,static_frontier_quality,learned_router_quality,oracle_quality,router_feasible,oracle_feasible,static_feasible,oracle_cost,router_realized_cost,static_expected_cost,oracle_method,oracle_lp_quality,router_vs_static_gap,oracle_vs_router_gap,fraction_of_available_routing_value_captured
0.0210359,0.293896480045229,,0.2938964800452288,False,True,True,0.0210359,,0.021035899999999986,approx,0.2938964800452288,,,
0.08187547499999999,0.3043387020035479,,0.47312782744561954,False,True,True,0.08169912000000003,,0.08187547499999999,approx,0.4731447094237985,,,
0.09060166,0.3048784493215542,,0.47360479134153266,False,True,True,0.09060166,,0.09060166,approx,0.47360479134153194,,,
0.14271504999999998,0.3081018582321742,,0.47360479134153266,False,True,True,0.09060166,,0.14271504999999998,approx,0.47360479134153194,,,
0.203554625,0.31186501446080045,,0.47360479134153266,False,True,True,0.09060166,,0.203554625,approx,0.47360479134153194,,,
0.26439419999999997,0.31470365496889396,,0.47360479134153266,False,True,True,0.09060166,,0.2494473999999999,approx,0.47360479134153194,,,
0.32523377499999995,0.31470365496889396,,0.47360479134153266,False,True,True,0.09060166,,0.2494473999999999,approx,0.47360479134153194,,,
0.38607335,0.31470365496889396,,0.47360479134153266,False,True,True,0.09060166,,0.2494473999999999,approx,0.47360479134153194,,,
0.44691292499999996,0.31470365496889396,,0.47360479134153266,False,True,True,0.09060166,,0.2494473999999999,approx,0.47360479134153194,,,
0.5077524999999999,0.31470365496889396,,0.47360479134153266,False,True,True,0.09060166,,0.2494473999999999,approx,0.47360479134153194,,,
