setting,parameter,parameter_value,router_advantage,cost_difference,quality_difference,significance,conclusion_changed,status,n,p_raw,p_adjusted,effect_size,router_quality,router_cost,claim_reversed
random_seed,random_policy_seed,42,-0.04395604395604391,-0.00018793582417582424,-0.05494505494505497,0.00536765 (p_adj<0.05); p_raw=0.005; dz=-0.1947,true,tradeoff,364,0.005,0.005367647058823529,-0.194726360333802,0.8681318681318682,0.0007877658516483516,false
random_seed,random_policy_seed,12345,-0.02472527472527475,-0.00017917049450549458,-0.05494505494505497,0.00536765 (p_adj<0.05); p_raw=0.005; dz=-0.1947,true,tradeoff,364,0.005,0.005367647058823529,-0.194726360333802,0.8681318681318682,0.0007877658516483516,false
bootstrap_resample,replicate,0,-0.07692307692307687,0.0007787284615384615,-0.07692307692307687,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.24478718497778765,0.8598901098901099,0.0008927503021978021,false
bootstrap_resample,replicate,1,-0.07692307692307687,0.0006750495879120879,-0.07692307692307687,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.27773291416522766,0.8681318681318682,0.0007939798076923077,false
bootstrap_resample,replicate,2,-0.059425302987623385,0.0006759353021978021,-0.05494505494505497,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.17719945173266202,0.8571428571428571,0.0008022052197802198,false
bootstrap_resample,replicate,3,-0.06318681318681318,0.0006821005769230768,-0.06318681318681318,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.20192035461514668,0.8598901098901099,0.0008124296978021977,false
bootstrap_resample,replicate,4,-0.030219780219780223,0.0005627804120879122,-0.030219780219780223,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.11592612523803887,0.9093406593406593,0.0006782600824175824,false
bootstrap_resample,replicate,5,-0.03846153846153855,0.0006965601373626374,-0.03846153846153855,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.1512870383401539,0.8873626373626373,0.0007990487362637362,false
bootstrap_resample,replicate,6,-0.0494505494505495,0.0006024857142857143,-0.0494505494505495,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.18095081995108453,0.8818681318681318,0.0007234440934065933,false
bootstrap_resample,replicate,7,-0.05494505494505497,0.0005910500549450549,-0.05494505494505497,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.22897990159401221,0.8791208791208791,0.0007119202472527471,false
bootstrap_resample,replicate,8,-0.08516483516483508,0.0007244695054945055,-0.08516483516483508,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.2690929635892763,0.8324175824175825,0.0008345031593406593,false
bootstrap_resample,replicate,9,-0.04120879120879117,0.0007014051648351648,-0.04120879120879117,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.13797240608880215,0.8763736263736264,0.000812299945054945,false
bootstrap_resample,replicate,10,-0.07967032967032972,0.0006906144505494504,-0.07967032967032972,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.274002542487709,0.8763736263736264,0.0008019972802197801,false
bootstrap_resample,replicate,11,-0.05494505494505486,0.000590575054945055,-0.05494505494505486,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.19472636033380197,0.8626373626373627,0.0007111504670329671,false
bootstrap_resample,replicate,12,-0.029907598886679154,0.0007383658241758242,-0.027472527472527486,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.10319815149169242,0.8736263736263736,0.0008749582692307691,false
bootstrap_resample,replicate,13,-0.07692307692307687,0.0007033680219780218,-0.07692307692307687,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.26826608637827054,0.8598901098901099,0.0008245600549450547,false
bootstrap_resample,replicate,14,-0.029200919567010986,0.0006482876648351651,-0.02197802197802201,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.08578927014909268,0.8818681318681318,0.0007618272252747254,false
bootstrap_resample,replicate,15,-0.052197802197802234,0.0007260881043956043,-0.052197802197802234,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.17578208866836612,0.8791208791208791,0.0008388970329670329,false
bootstrap_resample,replicate,16,-0.04395604395604391,0.0006643752472527472,-0.04395604395604391,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.17351006689322235,0.8736263736263736,0.0007774366483516482,false
bootstrap_resample,replicate,17,-0.04395604395604391,0.0006854294230769231,-0.04395604395604391,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.1665098570775497,0.8681318681318682,0.0007877486538461539,false
bootstrap_resample,replicate,18,-0.0333622967835574,0.0006423600824175824,-0.030219780219780223,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.10753481174573402,0.8626373626373627,0.0007715060989010988,false
bootstrap_resample,replicate,19,-0.06318681318681318,0.0006829786538461539,-0.06318681318681318,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.21433977688340672,0.8543956043956044,0.0008053645054945053,false
bootstrap_resample,replicate,20,-0.04395604395604391,0.0006134486263736263,-0.04395604395604391,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.16029383222892388,0.8983516483516484,0.0007363962912087912,false
bootstrap_resample,replicate,21,-0.04892594609652934,0.0006092934890109889,-0.04670329670329665,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.16190263804832578,0.8708791208791209,0.0007478614835164834,false
bootstrap_resample,replicate,22,-0.07417582417582425,0.0007026027472527473,-0.07417582417582425,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.24602361826307736,0.8516483516483516,0.0008226138736263736,false
bootstrap_resample,replicate,23,-0.06318681318681318,0.0006805234065934066,-0.06318681318681318,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.2214752748675509,0.8708791208791209,0.0007879477197802198,false
bootstrap_resample,replicate,24,-0.041208791208791284,0.0006192508516483517,-0.041208791208791284,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.1424413072421397,0.8818681318681318,0.0007284307967032967,false
bootstrap_resample,replicate,25,-0.06868131868131866,0.0006933022527472526,-0.06868131868131866,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.22681977752414204,0.8461538461538461,0.000807617912087912,false
bootstrap_resample,replicate,26,-0.06318681318681318,0.0005972171703296702,-0.06318681318681318,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.23818386203578867,0.8818681318681318,0.0007135700549450549,false
bootstrap_resample,replicate,27,-0.05793615373983507,0.000657113846153846,-0.05494505494505497,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.20978414780336202,0.8763736263736264,0.0007677406318681318,false
bootstrap_resample,replicate,28,-0.04395604395604391,0.0006589722802197803,-0.04395604395604391,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.18147454714417843,0.9065934065934066,0.0007585946703296704,false
bootstrap_resample,replicate,29,-0.052197802197802234,0.0005551776098901099,-0.052197802197802234,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.1950069245406598,0.8763736263736264,0.0006765715659340659,false
bootstrap_resample,replicate,30,-0.03575274051156452,0.0005449374725274726,-0.027472527472527486,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.10745986827262678,0.8736263736263736,0.0006443245604395605,false
bootstrap_resample,replicate,31,-0.04395604395604391,0.0006326808516483517,-0.04395604395604391,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.17351006689322232,0.8928571428571429,0.0007513509065934066,false
bootstrap_resample,replicate,32,-0.05494505494505497,0.0005697947802197803,-0.05494505494505497,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.2018352021469102,0.8983516483516484,0.0006691873626373626,false
bootstrap_resample,replicate,33,-0.05000430338768269,0.0006635380494505494,-0.04670329670329676,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.1808585070261616,0.8818681318681318,0.0007770546703296702,false
bootstrap_resample,replicate,34,-0.0576923076923076,0.0006797046978021977,-0.0576923076923076,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.22536581790746782,0.8598901098901099,0.000786770357142857,false
bootstrap_resample,replicate,35,-0.05769230769230771,0.0006810488461538461,-0.05769230769230771,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.21645045670200125,0.8901098901098901,0.0007776186263736262,false
bootstrap_resample,replicate,36,-0.06593406593406603,0.0007676587087912085,-0.06593406593406603,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.21412776798704744,0.8571428571428571,0.0008815731318681317,false
bootstrap_resample,replicate,37,-0.04670329670329676,0.0007258287362637362,-0.04670329670329676,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.16754434000856203,0.8846153846153846,0.0008369417857142856,false
bootstrap_resample,replicate,38,-0.03674899337369375,0.0006181443406593406,-0.0357142857142857,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.1433374312541949,0.8846153846153846,0.000721778543956044,false
bootstrap_resample,replicate,39,-0.0494505494505495,0.0006655800549450548,-0.0494505494505495,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.16373652320123142,0.8736263736263736,0.0007948525824175823,false
bootstrap_resample,replicate,40,-0.038461538461538436,0.000565224945054945,-0.038461538461538436,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.14522374892929615,0.8956043956043956,0.0006617914285714286,false
bootstrap_resample,replicate,41,-0.06318681318681318,0.0006341867307692307,-0.06318681318681318,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.20785230311758676,0.8736263736263736,0.0007626992307692307,false
bootstrap_resample,replicate,42,-0.0714285714285714,0.0006217131043956044,-0.0714285714285714,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.2478751951889896,0.8598901098901099,0.0007270357692307693,false
bootstrap_resample,replicate,43,-0.06593406593406592,0.0007063523076923075,-0.06593406593406592,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.23565117331571211,0.8653846153846154,0.0008269932417582417,false
bootstrap_resample,replicate,44,-0.0494505494505495,0.000610861868131868,-0.0494505494505495,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.17462408800921814,0.8901098901098901,0.000722778901098901,false
bootstrap_resample,replicate,45,-0.09065934065934067,0.0006657620604395603,-0.09065934065934067,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.2878491231616122,0.8159340659340659,0.0007708529945054944,false
bootstrap_resample,replicate,46,-0.05494505494505497,0.0006482963736263735,-0.05494505494505497,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.17719945173266202,0.8681318681318682,0.0007714793406593406,false
bootstrap_resample,replicate,47,-0.06868131868131866,0.0007589394230769231,-0.06868131868131866,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.2339580371269448,0.8653846153846154,0.0008658163461538462,false
bootstrap_resample,replicate,48,-0.05769230769230771,0.0006499835714285715,-0.05769230769230771,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.20851580155854074,0.8736263736263736,0.000767234532967033,false
bootstrap_resample,replicate,49,-0.05199968456149673,0.0005418428846153847,-0.0494505494505495,n/a (bootstrap sensitivity; not a test),false,dominated,364,,,-0.21552385133224508,0.8736263736263736,0.0006508442582417583,false
drop_highest_cost,fraction,0.01,-0.047091412742382266,0.0006453997506925208,-0.047091412742382266,0.0105797 (p_adj<0.05); p_raw=0.01; dz=-0.1746,false,dominated,361,0.01,0.010579710144927536,-0.17456087732511,0.8753462603878116,0.0007598436565096953,false
drop_highest_cost,fraction,0.05,-0.014450867052023142,0.0005114088439306357,-0.014450867052023142,0.287887 (p_adj>=0.05); p_raw=0.28; dz=-0.06947,false,dominated,346,0.28,0.287887323943662,-0.06947144616658171,0.9132947976878613,0.0006138589884393063,false
drop_highest_cost,fraction,0.1,-0.009146341463414642,0.00032340728658536585,-0.009146341463414642,0.51 (p_adj>=0.05); p_raw=0.51; dz=-0.04993,false,dominated,328,0.51,0.51,-0.049930657600143986,0.926829268292683,0.00042185057926829266,false
drop_longest_output,fraction,0.01,-0.05817174515235457,0.0006448237396121882,-0.05817174515235457,0.00536765 (p_adj<0.05); p_raw=0.005; dz=-0.2094,false,dominated,361,0.005,0.005367647058823529,-0.20941596216285896,0.8670360110803325,0.0007601511634349029,false
drop_longest_output,fraction,0.05,-0.037572254335260014,0.000513330289017341,-0.037572254335260014,0.0156429 (p_adj<0.05); p_raw=0.015; dz=-0.1541,false,dominated,346,0.015,0.015642857142857142,-0.1540910618184698,0.8959537572254336,0.0006144982080924855,false
drop_longest_output,fraction,0.1,-0.009146341463414642,0.00032340728658536585,-0.009146341463414642,0.51 (p_adj>=0.05); p_raw=0.51; dz=-0.04993,false,dominated,328,0.51,0.51,-0.049930657600143986,0.926829268292683,0.00042185057926829266,false
static_baseline_mixture,mixture,always_Qwen/Qwen3.5-9B,-0.008241758241758212,-0.00013044695054945077,-0.05494505494505497,0.00536765 (p_adj<0.05); p_raw=0.005; dz=-0.1947,true,tradeoff,364,0.005,0.005367647058823529,-0.194726360333802,0.8681318681318682,0.0007877658516483516,false
static_baseline_mixture,mixture,always_t1,-0.008241758241758212,-0.00013044695054945077,-0.05494505494505497,0.00536765 (p_adj<0.05); p_raw=0.005; dz=-0.1947,true,tradeoff,364,0.005,0.005367647058823529,-0.194726360333802,0.8681318681318682,0.0007877658516483516,false
static_baseline_mixture,mixture,always_openai/gpt-oss-20b,-0.05494505494505497,0.000673065576923077,-0.05494505494505497,0.00536765 (p_adj<0.05); p_raw=0.005; dz=-0.1947,false,dominated,364,0.005,0.005367647058823529,-0.194726360333802,0.8681318681318682,0.0007877658516483516,false
static_baseline_mixture,mixture,always_t2,-0.05494505494505497,0.000673065576923077,-0.05494505494505497,0.00536765 (p_adj<0.05); p_raw=0.005; dz=-0.1947,false,dominated,364,0.005,0.005367647058823529,-0.194726360333802,0.8681318681318682,0.0007877658516483516,false
