query_id,cheap_end_to_end_ms,strong_end_to_end_ms,router_selected_end_to_end_ms,router_selected_tier,router_selected_model,router_decision_ms,router_overhead_ms,router_overhead_pct,router_minus_cheap_ms,router_minus_strong_ms,source
HumanEval/56,3470.0,1110.0,6160.0,1,Qwen/Qwen3.5-9B,,,,2690.0,5050.0,legacy_latency_s
HumanEval/57,5080.0,740.0,6740.0,1,Qwen/Qwen3.5-9B,,,,1660.0,6000.0,legacy_latency_s
HumanEval/58,2920.0,900.0,7220.0,1,Qwen/Qwen3.5-9B,,,,4300.0,6320.0,legacy_latency_s
HumanEval/59,3750.0,1990.0,8390.0,1,Qwen/Qwen3.5-9B,,,,4640.0,6400.0,legacy_latency_s
HumanEval/6,3940.0,980.0,3940.0,2,openai/gpt-oss-20b,,,,0.0,2960.0,legacy_latency_s
HumanEval/60,3300.0,850.0,5160.0,1,Qwen/Qwen3.5-9B,,,,1860.0,4310.0,legacy_latency_s
HumanEval/61,3700.0,1070.0,5090.0,1,Qwen/Qwen3.5-9B,,,,1390.0,4020.0,legacy_latency_s
HumanEval/62,4190.0,1000.0,8800.0,1,Qwen/Qwen3.5-9B,,,,4610.0,7800.0,legacy_latency_s
HumanEval/63,4410.0,1420.0,8540.0,1,Qwen/Qwen3.5-9B,,,,4130.0,7120.0,legacy_latency_s
HumanEval/64,6280.0,1030.0,1030.0,3,gpt-4o,,,,-5250.0,0.0,legacy_latency_s
HumanEval/65,6410.0,1090.0,221030.0,1,Qwen/Qwen3.5-9B,,,,214620.0,219940.0,legacy_latency_s
HumanEval/66,5200.0,860.0,37800.0,1,Qwen/Qwen3.5-9B,,,,32600.0,36940.0,legacy_latency_s
HumanEval/67,4270.0,630.0,199250.0,1,Qwen/Qwen3.5-9B,,,,194980.0,198620.0,legacy_latency_s
HumanEval/68,6490.0,730.0,45670.0,1,Qwen/Qwen3.5-9B,,,,39180.0,44940.0,legacy_latency_s
HumanEval/69,7490.0,1100.0,6440.0,1,Qwen/Qwen3.5-9B,,,,-1050.0,5340.0,legacy_latency_s
HumanEval/7,2460.0,980.0,3200.0,1,Qwen/Qwen3.5-9B,,,,740.0,2220.0,legacy_latency_s
HumanEval/70,5700.0,580.0,36470.0,1,Qwen/Qwen3.5-9B,,,,30770.0,35890.0,legacy_latency_s
HumanEval/71,5280.0,1210.0,48670.0,1,Qwen/Qwen3.5-9B,,,,43390.0,47460.0,legacy_latency_s
HumanEval/72,2370.0,520.0,22080.0,1,Qwen/Qwen3.5-9B,,,,19710.0,21560.0,legacy_latency_s
HumanEval/73,4700.0,880.0,34790.0,1,Qwen/Qwen3.5-9B,,,,30090.0,33910.0,legacy_latency_s
HumanEval/74,4360.0,900.0,9130.0,1,Qwen/Qwen3.5-9B,,,,4770.0,8230.0,legacy_latency_s
HumanEval/75,15080.0,1370.0,175630.0,1,Qwen/Qwen3.5-9B,,,,160550.0,174260.0,legacy_latency_s
HumanEval/76,195960.0,710.0,224040.0,1,Qwen/Qwen3.5-9B,,,,28080.0,223330.0,legacy_latency_s
HumanEval/77,7330.0,840.0,202220.0,1,Qwen/Qwen3.5-9B,,,,194890.0,201380.0,legacy_latency_s
HumanEval/78,5960.0,610.0,29880.0,1,Qwen/Qwen3.5-9B,,,,23920.0,29270.0,legacy_latency_s
HumanEval/79,4560.0,610.0,4560.0,2,openai/gpt-oss-20b,,,,0.0,3950.0,legacy_latency_s
HumanEval/8,2480.0,1140.0,5230.0,1,Qwen/Qwen3.5-9B,,,,2750.0,4090.0,legacy_latency_s
HumanEval/80,3580.0,970.0,33670.0,1,Qwen/Qwen3.5-9B,,,,30090.0,32700.0,legacy_latency_s
HumanEval/81,13990.0,2850.0,13990.0,2,openai/gpt-oss-20b,,,,0.0,11140.0,legacy_latency_s
HumanEval/82,3640.0,1240.0,75830.0,1,Qwen/Qwen3.5-9B,,,,72190.0,74590.0,legacy_latency_s
HumanEval/83,11030.0,2260.0,181540.0,1,Qwen/Qwen3.5-9B,,,,170510.0,179280.0,legacy_latency_s
HumanEval/84,6770.0,1140.0,22470.0,1,Qwen/Qwen3.5-9B,,,,15700.0,21330.0,legacy_latency_s
HumanEval/85,4560.0,820.0,43210.0,1,Qwen/Qwen3.5-9B,,,,38650.0,42390.0,legacy_latency_s
HumanEval/86,7870.0,600.0,53780.0,1,Qwen/Qwen3.5-9B,,,,45910.0,53180.0,legacy_latency_s
HumanEval/87,6130.0,720.0,6130.0,2,openai/gpt-oss-20b,,,,0.0,5410.0,legacy_latency_s
HumanEval/88,6710.0,1390.0,39070.0,1,Qwen/Qwen3.5-9B,,,,32360.0,37680.0,legacy_latency_s
HumanEval/89,9030.0,960.0,171010.0,1,Qwen/Qwen3.5-9B,,,,161980.0,170050.0,legacy_latency_s
HumanEval/9,3470.0,1030.0,5290.0,1,Qwen/Qwen3.5-9B,,,,1820.0,4260.0,legacy_latency_s
HumanEval/90,4960.0,1170.0,59010.0,1,Qwen/Qwen3.5-9B,,,,54050.0,57840.0,legacy_latency_s
HumanEval/91,10130.0,1300.0,192120.0,1,Qwen/Qwen3.5-9B,,,,181990.0,190820.0,legacy_latency_s
HumanEval/92,5160.0,1150.0,7600.0,1,Qwen/Qwen3.5-9B,,,,2440.0,6450.0,legacy_latency_s
HumanEval/93,21540.0,980.0,13000.0,1,Qwen/Qwen3.5-9B,,,,-8540.0,12020.0,legacy_latency_s
HumanEval/94,6550.0,1490.0,14250.0,1,Qwen/Qwen3.5-9B,,,,7700.0,12760.0,legacy_latency_s
HumanEval/95,5250.0,820.0,12160.0,1,Qwen/Qwen3.5-9B,,,,6910.0,11340.0,legacy_latency_s
HumanEval/96,4910.0,1030.0,62280.0,1,Qwen/Qwen3.5-9B,,,,57370.0,61250.0,legacy_latency_s
HumanEval/97,3130.0,960.0,57950.0,1,Qwen/Qwen3.5-9B,,,,54820.0,56990.0,legacy_latency_s
HumanEval/98,2870.0,1310.0,19400.0,1,Qwen/Qwen3.5-9B,,,,16530.0,18090.0,legacy_latency_s
HumanEval/99,9960.0,610.0,179680.0,1,Qwen/Qwen3.5-9B,,,,169720.0,179070.0,legacy_latency_s
mmlu/college_biology/1,1850.0,370.0,6680.0,1,Qwen/Qwen3.5-9B,,,,4830.0,6310.0,legacy_latency_s
mmlu/college_biology/10,1540.0,380.0,6560.0,1,Qwen/Qwen3.5-9B,,,,5020.0,6180.0,legacy_latency_s
mmlu/college_biology/14,4690.0,420.0,32070.0,1,Qwen/Qwen3.5-9B,,,,27380.0,31650.0,legacy_latency_s
mmlu/college_biology/32,4080.0,390.0,16890.0,1,Qwen/Qwen3.5-9B,,,,12810.0,16500.0,legacy_latency_s
mmlu/college_biology/53,7630.0,390.0,88830.0,1,Qwen/Qwen3.5-9B,,,,81200.0,88440.0,legacy_latency_s
mmlu/college_biology/55,7010.0,410.0,14230.0,1,Qwen/Qwen3.5-9B,,,,7220.0,13820.0,legacy_latency_s
mmlu/college_biology/57,2630.0,340.0,2630.0,2,openai/gpt-oss-20b,,,,0.0,2290.0,legacy_latency_s
mmlu/college_biology/58,4890.0,540.0,30340.0,1,Qwen/Qwen3.5-9B,,,,25450.0,29800.0,legacy_latency_s
mmlu/college_biology/76,1170.0,390.0,5370.0,1,Qwen/Qwen3.5-9B,,,,4200.0,4980.0,legacy_latency_s
mmlu/college_biology/9,2150.0,370.0,7570.0,1,Qwen/Qwen3.5-9B,,,,5420.0,7200.0,legacy_latency_s
mmlu/college_chemistry/12,26550.0,460.0,184600.0,1,Qwen/Qwen3.5-9B,,,,158050.0,184140.0,legacy_latency_s
mmlu/college_chemistry/21,2530.0,390.0,2530.0,2,openai/gpt-oss-20b,,,,0.0,2140.0,legacy_latency_s
mmlu/college_chemistry/27,4180.0,590.0,23480.0,1,Qwen/Qwen3.5-9B,,,,19300.0,22890.0,legacy_latency_s
mmlu/college_chemistry/42,2930.0,420.0,14690.0,1,Qwen/Qwen3.5-9B,,,,11760.0,14270.0,legacy_latency_s
mmlu/college_chemistry/5,83570.0,390.0,199090.0,1,Qwen/Qwen3.5-9B,,,,115520.0,198700.0,legacy_latency_s
mmlu/college_chemistry/74,600.0,460.0,4660.0,1,Qwen/Qwen3.5-9B,,,,4060.0,4200.0,legacy_latency_s
mmlu/college_chemistry/75,2040.0,2700.0,25550.0,1,Qwen/Qwen3.5-9B,,,,23510.0,22850.0,legacy_latency_s
mmlu/college_chemistry/82,2210.0,2270.0,15910.0,1,Qwen/Qwen3.5-9B,,,,13700.0,13640.0,legacy_latency_s
mmlu/college_chemistry/84,1900.0,380.0,17150.0,1,Qwen/Qwen3.5-9B,,,,15250.0,16770.0,legacy_latency_s
mmlu/college_chemistry/87,2350.0,460.0,10170.0,1,Qwen/Qwen3.5-9B,,,,7820.0,9710.0,legacy_latency_s
mmlu/global_facts/15,1510.0,670.0,34860.0,1,Qwen/Qwen3.5-9B,,,,33350.0,34190.0,legacy_latency_s
mmlu/global_facts/37,2500.0,660.0,30230.0,1,Qwen/Qwen3.5-9B,,,,27730.0,29570.0,legacy_latency_s
mmlu/global_facts/50,2180.0,410.0,26190.0,1,Qwen/Qwen3.5-9B,,,,24010.0,25780.0,legacy_latency_s
mmlu/global_facts/54,3740.0,470.0,195830.0,1,Qwen/Qwen3.5-9B,,,,192090.0,195360.0,legacy_latency_s
mmlu/global_facts/6,1480.0,460.0,32759.999999999996,1,Qwen/Qwen3.5-9B,,,,31279.999999999996,32299.999999999996,legacy_latency_s
mmlu/global_facts/75,3840.0,430.0,200610.0,1,Qwen/Qwen3.5-9B,,,,196770.0,200180.0,legacy_latency_s
mmlu/global_facts/80,7680.0,380.0,34670.0,1,Qwen/Qwen3.5-9B,,,,26990.0,34290.0,legacy_latency_s
mmlu/global_facts/85,3860.0,360.0,3860.0,2,openai/gpt-oss-20b,,,,0.0,3500.0,legacy_latency_s
mmlu/global_facts/93,2450.0,360.0,30970.0,1,Qwen/Qwen3.5-9B,,,,28520.0,30610.0,legacy_latency_s
mmlu/global_facts/96,3340.0,460.0,17620.0,1,Qwen/Qwen3.5-9B,,,,14280.0,17160.0,legacy_latency_s
mmlu/high_school_computer_science/13,1880.0,410.0,1880.0,2,openai/gpt-oss-20b,,,,0.0,1470.0,legacy_latency_s
mmlu/high_school_computer_science/23,2710.0,450.0,7790.0,1,Qwen/Qwen3.5-9B,,,,5080.0,7340.0,legacy_latency_s
mmlu/high_school_computer_science/3,1540.0,340.0,1540.0,2,openai/gpt-oss-20b,,,,0.0,1200.0,legacy_latency_s
mmlu/high_school_computer_science/4,880.0,420.0,8039.999999999999,1,Qwen/Qwen3.5-9B,,,,7159.999999999999,7619.999999999999,legacy_latency_s
mmlu/high_school_computer_science/49,2660.0,440.0,13510.0,1,Qwen/Qwen3.5-9B,,,,10850.0,13070.0,legacy_latency_s
mmlu/high_school_computer_science/6,3290.0,400.0,3290.0,2,openai/gpt-oss-20b,,,,0.0,2890.0,legacy_latency_s
mmlu/high_school_computer_science/65,760.0,500.0,14300.0,1,Qwen/Qwen3.5-9B,,,,13540.0,13800.0,legacy_latency_s
mmlu/high_school_computer_science/67,3450.0,400.0,11790.0,1,Qwen/Qwen3.5-9B,,,,8340.0,11390.0,legacy_latency_s
mmlu/high_school_computer_science/72,830.0,430.0,5680.0,1,Qwen/Qwen3.5-9B,,,,4850.0,5250.0,legacy_latency_s
mmlu/high_school_computer_science/92,1190.0,540.0,8170.0,1,Qwen/Qwen3.5-9B,,,,6980.0,7630.0,legacy_latency_s
mmlu/high_school_us_history/108,2340.0,490.0,6270.0,1,Qwen/Qwen3.5-9B,,,,3930.0,5780.0,legacy_latency_s
mmlu/high_school_us_history/131,3180.0,440.0,9040.0,1,Qwen/Qwen3.5-9B,,,,5860.0,8600.0,legacy_latency_s
mmlu/high_school_us_history/141,7740.0,460.0,7740.0,2,openai/gpt-oss-20b,,,,0.0,7280.0,legacy_latency_s
mmlu/high_school_us_history/142,3600.0,370.0,12390.0,1,Qwen/Qwen3.5-9B,,,,8790.0,12020.0,legacy_latency_s
mmlu/high_school_us_history/151,4430.0,570.0,9050.0,1,Qwen/Qwen3.5-9B,,,,4620.0,8480.0,legacy_latency_s
mmlu/high_school_us_history/16,3500.0,440.0,3500.0,2,openai/gpt-oss-20b,,,,0.0,3060.0,legacy_latency_s
mmlu/high_school_us_history/23,2480.0,410.0,2480.0,2,openai/gpt-oss-20b,,,,0.0,2070.0,legacy_latency_s
mmlu/high_school_us_history/51,1810.0,400.0,1810.0,2,openai/gpt-oss-20b,,,,0.0,1410.0,legacy_latency_s
mmlu/high_school_us_history/52,1550.0,360.0,1550.0,2,openai/gpt-oss-20b,,,,0.0,1190.0,legacy_latency_s
mmlu/high_school_us_history/69,2510.0,450.0,2510.0,2,openai/gpt-oss-20b,,,,0.0,2060.0,legacy_latency_s
mmlu/human_aging/10,3530.0,430.0,15580.0,1,Qwen/Qwen3.5-9B,,,,12050.0,15150.0,legacy_latency_s
mmlu/human_aging/103,2130.0,410.0,53730.0,1,Qwen/Qwen3.5-9B,,,,51600.0,53320.0,legacy_latency_s
mmlu/human_aging/141,590.0,400.0,16410.0,1,Qwen/Qwen3.5-9B,,,,15820.0,16010.0,legacy_latency_s
mmlu/human_aging/187,1280.0,320.0,4360.0,1,Qwen/Qwen3.5-9B,,,,3080.0,4040.0,legacy_latency_s
mmlu/human_aging/190,1250.0,390.0,9090.0,1,Qwen/Qwen3.5-9B,,,,7840.0,8700.0,legacy_latency_s
mmlu/human_aging/197,1220.0,330.0,4590.0,1,Qwen/Qwen3.5-9B,,,,3370.0,4260.0,legacy_latency_s
mmlu/human_aging/221,7440.0,390.0,7900.0,1,Qwen/Qwen3.5-9B,,,,460.0,7510.0,legacy_latency_s
mmlu/human_aging/58,1720.0,410.0,4330.0,1,Qwen/Qwen3.5-9B,,,,2610.0,3920.0,legacy_latency_s
mmlu/human_aging/80,1090.0,430.0,6650.0,1,Qwen/Qwen3.5-9B,,,,5560.0,6220.0,legacy_latency_s
mmlu/human_aging/82,3330.0,550.0,9580.0,1,Qwen/Qwen3.5-9B,,,,6250.0,9030.0,legacy_latency_s
mmlu/machine_learning/12,1740.0,580.0,1740.0,2,openai/gpt-oss-20b,,,,0.0,1160.0,legacy_latency_s
mmlu/machine_learning/22,650.0,810.0,41190.0,1,Qwen/Qwen3.5-9B,,,,40540.0,40380.0,legacy_latency_s
mmlu/machine_learning/26,2029.9999999999998,440.0,79200.0,1,Qwen/Qwen3.5-9B,,,,77170.0,78760.0,legacy_latency_s
mmlu/machine_learning/33,3200.0,510.0,45020.0,1,Qwen/Qwen3.5-9B,,,,41820.0,44510.0,legacy_latency_s
mmlu/machine_learning/4,1000.0,370.0,21260.0,1,Qwen/Qwen3.5-9B,,,,20260.0,20890.0,legacy_latency_s
mmlu/machine_learning/50,1450.0,440.0,22030.0,1,Qwen/Qwen3.5-9B,,,,20580.0,21590.0,legacy_latency_s
mmlu/machine_learning/65,2750.0,420.0,5920.0,1,Qwen/Qwen3.5-9B,,,,3170.0,5500.0,legacy_latency_s
mmlu/machine_learning/66,1940.0,2170.0,28880.0,1,Qwen/Qwen3.5-9B,,,,26940.0,26710.0,legacy_latency_s
mmlu/machine_learning/82,1060.0,410.0,1060.0,2,openai/gpt-oss-20b,,,,0.0,650.0,legacy_latency_s
mmlu/machine_learning/90,1920.0,340.0,194440.0,1,Qwen/Qwen3.5-9B,,,,192520.0,194100.0,legacy_latency_s
mmlu/philosophy/143,3500.0,400.0,45970.0,1,Qwen/Qwen3.5-9B,,,,42470.0,45570.0,legacy_latency_s
mmlu/philosophy/202,2160.0,410.0,29140.0,1,Qwen/Qwen3.5-9B,,,,26980.0,28730.0,legacy_latency_s
mmlu/philosophy/224,1340.0,380.0,8090.0,1,Qwen/Qwen3.5-9B,,,,6750.0,7710.0,legacy_latency_s
mmlu/philosophy/245,530.0,470.0,27980.0,1,Qwen/Qwen3.5-9B,,,,27450.0,27510.0,legacy_latency_s
mmlu/philosophy/249,5960.0,620.0,52980.0,1,Qwen/Qwen3.5-9B,,,,47020.0,52360.0,legacy_latency_s
mmlu/philosophy/254,11780.0,370.0,10900.0,1,Qwen/Qwen3.5-9B,,,,-880.0,10530.0,legacy_latency_s
mmlu/philosophy/256,5880.0,410.0,12130.0,1,Qwen/Qwen3.5-9B,,,,6250.0,11720.0,legacy_latency_s
mmlu/philosophy/269,17270.0,320.0,56120.0,1,Qwen/Qwen3.5-9B,,,,38850.0,55800.0,legacy_latency_s
mmlu/philosophy/305,3020.0,440.0,10860.0,1,Qwen/Qwen3.5-9B,,,,7840.0,10420.0,legacy_latency_s
mmlu/philosophy/82,1690.0,460.0,1690.0,2,openai/gpt-oss-20b,,,,0.0,1230.0,legacy_latency_s
mmlu/prehistory/10,3390.0,420.0,57610.0,1,Qwen/Qwen3.5-9B,,,,54220.0,57190.0,legacy_latency_s
mmlu/prehistory/13,1830.0,470.0,18770.0,1,Qwen/Qwen3.5-9B,,,,16940.0,18300.0,legacy_latency_s
mmlu/prehistory/194,2510.0,370.0,18010.0,1,Qwen/Qwen3.5-9B,,,,15500.0,17640.0,legacy_latency_s
mmlu/prehistory/195,6540.0,380.0,6540.0,2,openai/gpt-oss-20b,,,,0.0,6160.0,legacy_latency_s
mmlu/prehistory/196,3260.0,580.0,181170.0,1,Qwen/Qwen3.5-9B,,,,177910.0,180590.0,legacy_latency_s
mmlu/prehistory/203,4180.0,400.0,22560.0,1,Qwen/Qwen3.5-9B,,,,18380.0,22160.0,legacy_latency_s
mmlu/prehistory/284,1910.0,470.0,7240.0,1,Qwen/Qwen3.5-9B,,,,5330.0,6770.0,legacy_latency_s
mmlu/prehistory/298,2560.0,440.0,16160.0,1,Qwen/Qwen3.5-9B,,,,13600.0,15720.0,legacy_latency_s
mmlu/prehistory/40,2940.0,450.0,181950.0,1,Qwen/Qwen3.5-9B,,,,179010.0,181500.0,legacy_latency_s
mmlu/prehistory/46,4610.0,440.0,4610.0,2,openai/gpt-oss-20b,,,,0.0,4170.0,legacy_latency_s
mmlu/world_religions/104,2240.0,480.0,34980.0,1,Qwen/Qwen3.5-9B,,,,32740.0,34500.0,legacy_latency_s
mmlu/world_religions/118,550.0,550.0,15890.0,1,Qwen/Qwen3.5-9B,,,,15340.0,15340.0,legacy_latency_s
mmlu/world_religions/145,1330.0,420.0,14920.0,1,Qwen/Qwen3.5-9B,,,,13590.0,14500.0,legacy_latency_s
mmlu/world_religions/146,2009.9999999999998,370.0,47580.0,1,Qwen/Qwen3.5-9B,,,,45570.0,47210.0,legacy_latency_s
mmlu/world_religions/162,1190.0,420.0,196970.0,1,Qwen/Qwen3.5-9B,,,,195780.0,196550.0,legacy_latency_s
mmlu/world_religions/165,830.0,420.0,6950.0,1,Qwen/Qwen3.5-9B,,,,6120.0,6530.0,legacy_latency_s
mmlu/world_religions/169,1750.0,370.0,7630.0,1,Qwen/Qwen3.5-9B,,,,5880.0,7260.0,legacy_latency_s
mmlu/world_religions/48,2390.0,450.0,2390.0,2,openai/gpt-oss-20b,,,,0.0,1940.0,legacy_latency_s
mmlu/world_religions/74,3960.0,420.0,193390.0,1,Qwen/Qwen3.5-9B,,,,189430.0,192970.0,legacy_latency_s
mmlu/world_religions/79,840.0,480.0,179730.0,1,Qwen/Qwen3.5-9B,,,,178890.0,179250.0,legacy_latency_s
