latency_s,cdf
0.53,0.0027472527472527475
0.55,0.005494505494505495
0.59,0.008241758241758242
0.6,0.01098901098901099
0.65,0.013736263736263736
0.76,0.016483516483516484
0.83,0.019230769230769232
0.83,0.02197802197802198
0.84,0.024725274725274724
0.88,0.027472527472527472
1.0,0.03021978021978022
1.06,0.03296703296703297
1.09,0.03571428571428571
1.17,0.038461538461538464
1.19,0.04120879120879121
1.19,0.04395604395604396
1.22,0.046703296703296704
1.25,0.04945054945054945
1.28,0.0521978021978022
1.33,0.054945054945054944
1.34,0.057692307692307696
1.45,0.06043956043956044
1.48,0.06318681318681318
1.51,0.06593406593406594
1.52,0.06868131868131869
1.54,0.07142857142857142
1.54,0.07417582417582418
1.55,0.07692307692307693
1.63,0.07967032967032966
1.67,0.08241758241758242
1.68,0.08516483516483517
1.69,0.08791208791208792
1.72,0.09065934065934066
1.74,0.09340659340659341
1.74,0.09615384615384616
1.75,0.0989010989010989
1.75,0.10164835164835165
1.8,0.1043956043956044
1.81,0.10714285714285714
1.83,0.10989010989010989
1.85,0.11263736263736264
1.88,0.11538461538461539
1.9,0.11813186813186813
1.91,0.12087912087912088
1.92,0.12362637362637363
1.94,0.12637362637362637
1.94,0.12912087912087913
1.95,0.13186813186813187
1.97,0.1346153846153846
1.98,0.13736263736263737
2.01,0.1401098901098901
2.02,0.14285714285714285
2.02,0.14560439560439561
2.03,0.14835164835164835
2.04,0.1510989010989011
2.04,0.15384615384615385
2.09,0.1565934065934066
2.13,0.15934065934065933
2.15,0.1620879120879121
2.16,0.16483516483516483
2.18,0.16758241758241757
2.2,0.17032967032967034
2.21,0.17307692307692307
2.21,0.17582417582417584
2.22,0.17857142857142858
2.24,0.1813186813186813
2.26,0.18406593406593408
2.34,0.18681318681318682
2.35,0.18956043956043955
2.36,0.19230769230769232
2.36,0.19505494505494506
2.36,0.1978021978021978
2.37,0.20054945054945056
2.39,0.2032967032967033
2.39,0.20604395604395603
2.41,0.2087912087912088
2.42,0.21153846153846154
2.43,0.21428571428571427
2.45,0.21703296703296704
2.45,0.21978021978021978
2.46,0.22252747252747251
2.46,0.22527472527472528
2.47,0.22802197802197802
2.48,0.23076923076923078
2.48,0.23351648351648352
2.5,0.23626373626373626
2.51,0.23901098901098902
2.51,0.24175824175824176
2.53,0.2445054945054945
2.56,0.24725274725274726
2.57,0.25
2.58,0.25274725274725274
2.63,0.2554945054945055
2.65,0.25824175824175827
2.66,0.260989010989011
2.7,0.26373626373626374
2.71,0.2664835164835165
2.71,0.2692307692307692
2.73,0.27197802197802196
2.73,0.27472527472527475
2.75,0.2774725274725275
2.78,0.2802197802197802
2.81,0.28296703296703296
2.83,0.2857142857142857
2.83,0.28846153846153844
2.86,0.29120879120879123
2.87,0.29395604395604397
2.92,0.2967032967032967
2.93,0.29945054945054944
2.94,0.3021978021978022
2.94,0.30494505494505497
2.97,0.3076923076923077
3.02,0.31043956043956045
3.05,0.3131868131868132
3.05,0.3159340659340659
3.05,0.31868131868131866
3.08,0.32142857142857145
3.08,0.3241758241758242
3.1,0.3269230769230769
3.13,0.32967032967032966
3.15,0.3324175824175824
3.15,0.33516483516483514
3.16,0.33791208791208793
3.18,0.34065934065934067
3.2,0.3434065934065934
3.2,0.34615384615384615
3.22,0.3489010989010989
3.23,0.3516483516483517
3.25,0.3543956043956044
3.26,0.35714285714285715
3.29,0.3598901098901099
3.29,0.3626373626373626
3.3,0.36538461538461536
3.31,0.36813186813186816
3.33,0.3708791208791209
3.33,0.37362637362637363
3.34,0.37637362637362637
3.34,0.3791208791208791
3.39,0.38186813186813184
3.45,0.38461538461538464
3.47,0.3873626373626374
3.47,0.3901098901098901
3.47,0.39285714285714285
3.48,0.3956043956043956
3.48,0.3983516483516483
3.5,0.4010989010989011
3.5,0.40384615384615385
3.53,0.4065934065934066
3.55,0.40934065934065933
3.55,0.41208791208791207
3.57,0.41483516483516486
3.58,0.4175824175824176
3.58,0.42032967032967034
3.6,0.4230769230769231
3.63,0.4258241758241758
3.63,0.42857142857142855
3.64,0.43131868131868134
3.67,0.4340659340659341
3.67,0.4368131868131868
3.7,0.43956043956043955
3.72,0.4423076923076923
3.74,0.44505494505494503
3.75,0.4478021978021978
3.79,0.45054945054945056
3.79,0.4532967032967033
3.79,0.45604395604395603
3.81,0.45879120879120877
3.81,0.46153846153846156
3.84,0.4642857142857143
3.86,0.46703296703296704
3.93,0.4697802197802198
3.94,0.4725274725274725
3.94,0.47527472527472525
3.96,0.47802197802197804
4.04,0.4807692307692308
4.04,0.4835164835164835
4.07,0.48626373626373626
4.08,0.489010989010989
4.15,0.49175824175824173
4.18,0.4945054945054945
4.18,0.49725274725274726
4.19,0.5
4.19,0.5027472527472527
4.21,0.5054945054945055
4.22,0.5082417582417582
4.27,0.510989010989011
4.31,0.5137362637362637
4.35,0.5164835164835165
4.36,0.5192307692307693
4.41,0.521978021978022
4.43,0.5247252747252747
4.46,0.5274725274725275
4.47,0.5302197802197802
4.49,0.532967032967033
4.49,0.5357142857142857
4.51,0.5384615384615384
4.56,0.5412087912087912
4.56,0.5439560439560439
4.61,0.5467032967032966
4.61,0.5494505494505495
4.64,0.5521978021978022
4.64,0.554945054945055
4.66,0.5576923076923077
4.69,0.5604395604395604
4.7,0.5631868131868132
4.71,0.5659340659340659
4.72,0.5686813186813187
4.72,0.5714285714285714
4.73,0.5741758241758241
4.82,0.5769230769230769
4.84,0.5796703296703297
4.85,0.5824175824175825
4.86,0.5851648351648352
4.89,0.5879120879120879
4.89,0.5906593406593407
4.91,0.5934065934065934
4.91,0.5961538461538461
4.94,0.5989010989010989
4.96,0.6016483516483516
4.97,0.6043956043956044
4.98,0.6071428571428571
5.01,0.6098901098901099
5.05,0.6126373626373627
5.06,0.6153846153846154
5.08,0.6181318681318682
5.1,0.6208791208791209
5.11,0.6236263736263736
5.13,0.6263736263736264
5.14,0.6291208791208791
5.15,0.6318681318681318
5.16,0.6346153846153846
5.17,0.6373626373626373
5.2,0.6401098901098901
5.2,0.6428571428571429
5.23,0.6456043956043956
5.25,0.6483516483516484
5.25,0.6510989010989011
5.28,0.6538461538461539
5.31,0.6565934065934066
5.32,0.6593406593406593
5.33,0.6620879120879121
5.43,0.6648351648351648
5.47,0.6675824175824175
5.49,0.6703296703296703
5.56,0.6730769230769231
5.69,0.6758241758241759
5.7,0.6785714285714286
5.72,0.6813186813186813
5.74,0.6840659340659341
5.77,0.6868131868131868
5.78,0.6895604395604396
5.83,0.6923076923076923
5.88,0.695054945054945
5.92,0.6978021978021978
5.94,0.7005494505494505
5.96,0.7032967032967034
5.96,0.7060439560439561
5.99,0.7087912087912088
6.02,0.7115384615384616
6.08,0.7142857142857143
6.08,0.717032967032967
6.13,0.7197802197802198
6.14,0.7225274725274725
6.17,0.7252747252747253
6.19,0.728021978021978
6.21,0.7307692307692307
6.26,0.7335164835164835
6.28,0.7362637362637363
6.3,0.739010989010989
6.33,0.7417582417582418
6.34,0.7445054945054945
6.41,0.7472527472527473
6.47,0.75
6.49,0.7527472527472527
6.52,0.7554945054945055
6.52,0.7582417582417582
6.53,0.760989010989011
6.54,0.7637362637362637
6.55,0.7664835164835165
6.62,0.7692307692307693
6.62,0.771978021978022
6.66,0.7747252747252747
6.66,0.7774725274725275
6.69,0.7802197802197802
6.7,0.782967032967033
6.71,0.7857142857142857
6.74,0.7884615384615384
6.77,0.7912087912087912
6.86,0.7939560439560439
6.98,0.7967032967032966
7.01,0.7994505494505495
7.09,0.8021978021978022
7.23,0.804945054945055
7.23,0.8076923076923077
7.33,0.8104395604395604
7.35,0.8131868131868132
7.38,0.8159340659340659
7.44,0.8186813186813187
7.44,0.8214285714285714
7.49,0.8241758241758241
7.53,0.8269230769230769
7.63,0.8296703296703297
7.68,0.8324175824175825
7.74,0.8351648351648352
7.74,0.8379120879120879
7.87,0.8406593406593407
7.89,0.8434065934065934
7.9,0.8461538461538461
7.97,0.8489010989010989
8.07,0.8516483516483516
8.22,0.8543956043956044
8.31,0.8571428571428571
8.47,0.8598901098901099
8.47,0.8626373626373627
8.64,0.8653846153846154
8.8,0.8681318681318682
8.84,0.8708791208791209
8.95,0.8736263736263736
9.02,0.8763736263736264
9.03,0.8791208791208791
9.11,0.8818681318681318
9.28,0.8846153846153846
9.49,0.8873626373626373
9.52,0.8901098901098901
9.74,0.8928571428571429
9.79,0.8956043956043956
9.9,0.8983516483516484
9.96,0.9010989010989011
10.13,0.9038461538461539
10.23,0.9065934065934066
10.39,0.9093406593406593
10.48,0.9120879120879121
10.53,0.9148351648351648
10.65,0.9175824175824175
11.03,0.9203296703296703
11.04,0.9230769230769231
11.05,0.9258241758241759
11.26,0.9285714285714286
11.41,0.9313186813186813
11.45,0.9340659340659341
11.61,0.9368131868131868
11.78,0.9395604395604396
13.17,0.9423076923076923
13.99,0.945054945054945
14.22,0.9478021978021978
14.23,0.9505494505494505
14.62,0.9532967032967034
15.08,0.9560439560439561
15.64,0.9587912087912088
16.38,0.9615384615384616
17.06,0.9642857142857143
17.27,0.967032967032967
17.59,0.9697802197802198
19.77,0.9725274725274725
20.14,0.9752747252747253
21.54,0.978021978021978
22.16,0.9807692307692307
