latency_s,cdf
2.58,0.0027472527472527475
2.89,0.005494505494505495
3.13,0.008241758241758242
3.2,0.01098901098901099
3.22,0.013736263736263736
3.36,0.016483516483516484
3.39,0.019230769230769232
3.69,0.02197802197802198
3.69,0.024725274725274724
3.73,0.027472527472527472
3.94,0.03021978021978022
4.19,0.03296703296703297
4.33,0.03571428571428571
4.36,0.038461538461538464
4.45,0.04120879120879121
4.59,0.04395604395604396
4.66,0.046703296703296704
4.78,0.04945054945054945
4.9,0.0521978021978022
4.99,0.054945054945054944
5.0,0.057692307692307696
5.09,0.06043956043956044
5.09,0.06318681318681318
5.16,0.06593406593406594
5.18,0.06868131868131869
5.23,0.07142857142857142
5.23,0.07417582417582418
5.29,0.07692307692307693
5.37,0.07967032967032966
5.38,0.08241758241758242
5.59,0.08516483516483517
5.62,0.08791208791208792
5.68,0.09065934065934066
5.89,0.09340659340659341
5.92,0.09615384615384616
6.16,0.0989010989010989
6.2,0.10164835164835165
6.27,0.1043956043956044
6.32,0.10714285714285714
6.37,0.10989010989010989
6.37,0.11263736263736264
6.42,0.11538461538461539
6.44,0.11813186813186813
6.56,0.12087912087912088
6.65,0.12362637362637363
6.68,0.12637362637362637
6.7,0.12912087912087913
6.74,0.13186813186813187
6.82,0.1346153846153846
6.93,0.13736263736263737
6.95,0.1401098901098901
6.99,0.14285714285714285
7.19,0.14560439560439561
7.21,0.14835164835164835
7.22,0.1510989010989011
7.24,0.15384615384615385
7.35,0.1565934065934066
7.41,0.15934065934065933
7.44,0.1620879120879121
7.57,0.16483516483516483
7.6,0.16758241758241757
7.63,0.17032967032967034
7.67,0.17307692307692307
7.71,0.17582417582417584
7.73,0.17857142857142858
7.79,0.1813186813186813
7.8,0.18406593406593408
7.83,0.18681318681318682
7.9,0.18956043956043955
7.98,0.19230769230769232
8.04,0.19505494505494506
8.09,0.1978021978021978
8.1,0.20054945054945056
8.16,0.2032967032967033
8.17,0.20604395604395603
8.33,0.2087912087912088
8.39,0.21153846153846154
8.41,0.21428571428571427
8.49,0.21703296703296704
8.52,0.21978021978021978
8.54,0.22252747252747251
8.8,0.22527472527472528
8.8,0.22802197802197802
8.81,0.23076923076923078
8.96,0.23351648351648352
9.04,0.23626373626373626
9.05,0.23901098901098902
9.09,0.24175824175824176
9.13,0.2445054945054945
9.39,0.24725274725274726
9.47,0.25
9.51,0.25274725274725274
9.58,0.2554945054945055
9.71,0.25824175824175827
9.76,0.260989010989011
10.06,0.26373626373626374
10.08,0.2664835164835165
10.08,0.2692307692307692
10.1,0.27197802197802196
10.17,0.27472527472527475
10.18,0.2774725274725275
10.23,0.2802197802197802
10.27,0.28296703296703296
10.34,0.2857142857142857
10.35,0.28846153846153844
10.36,0.29120879120879123
10.41,0.29395604395604397
10.45,0.2967032967032967
10.63,0.29945054945054944
10.82,0.3021978021978022
10.85,0.30494505494505497
10.86,0.3076923076923077
10.88,0.31043956043956045
10.9,0.3131868131868132
11.01,0.3159340659340659
11.01,0.31868131868131866
11.23,0.32142857142857145
11.25,0.3241758241758242
11.46,0.3269230769230769
11.54,0.32967032967032966
11.77,0.3324175824175824
11.78,0.33516483516483514
11.79,0.33791208791208793
11.8,0.34065934065934067
11.84,0.3434065934065934
11.85,0.34615384615384615
11.89,0.3489010989010989
12.13,0.3516483516483517
12.16,0.3543956043956044
12.33,0.35714285714285715
12.39,0.3598901098901099
12.5,0.3626373626373626
12.7,0.36538461538461536
12.75,0.36813186813186816
12.82,0.3708791208791209
12.83,0.37362637362637363
13.0,0.37637362637362637
13.1,0.3791208791208791
13.33,0.38186813186813184
13.51,0.38461538461538464
13.54,0.3873626373626374
13.61,0.3901098901098901
13.62,0.39285714285714285
13.63,0.3956043956043956
14.03,0.3983516483516483
14.22,0.4010989010989011
14.23,0.40384615384615385
14.25,0.4065934065934066
14.3,0.40934065934065933
14.43,0.41208791208791207
14.55,0.41483516483516486
14.58,0.4175824175824176
14.62,0.42032967032967034
14.66,0.4230769230769231
14.69,0.4258241758241758
