tier,latency_s,cdf
3,0.45,0.18406593406593408
3,0.45,0.18681318681318682
3,0.45,0.18956043956043955
3,0.46,0.19230769230769232
3,0.46,0.19505494505494506
3,0.46,0.1978021978021978
3,0.46,0.20054945054945056
3,0.46,0.2032967032967033
3,0.46,0.20604395604395603
3,0.46,0.2087912087912088
3,0.47,0.21153846153846154
3,0.47,0.21428571428571427
3,0.47,0.21703296703296704
3,0.47,0.21978021978021978
3,0.47,0.22252747252747251
3,0.48,0.22527472527472528
3,0.48,0.22802197802197802
3,0.49,0.23076923076923078
3,0.5,0.23351648351648352
3,0.51,0.23626373626373626
3,0.51,0.23901098901098902
3,0.52,0.24175824175824176
3,0.54,0.2445054945054945
3,0.54,0.24725274725274726
3,0.55,0.25
3,0.55,0.25274725274725274
3,0.57,0.2554945054945055
3,0.57,0.25824175824175827
3,0.58,0.260989010989011
3,0.58,0.26373626373626374
3,0.58,0.2664835164835165
3,0.59,0.2692307692307692
3,0.59,0.27197802197802196
3,0.6,0.27472527472527475
3,0.61,0.2774725274725275
3,0.61,0.2802197802197802
3,0.61,0.28296703296703296
3,0.62,0.2857142857142857
3,0.62,0.28846153846153844
3,0.63,0.29120879120879123
3,0.63,0.29395604395604397
3,0.65,0.2967032967032967
3,0.66,0.29945054945054944
3,0.67,0.3021978021978022
3,0.67,0.30494505494505497
3,0.67,0.3076923076923077
3,0.68,0.31043956043956045
3,0.68,0.3131868131868132
3,0.69,0.3159340659340659
3,0.69,0.31868131868131866
3,0.71,0.32142857142857145
3,0.71,0.3241758241758242
3,0.71,0.3269230769230769
3,0.72,0.32967032967032966
3,0.73,0.3324175824175824
3,0.73,0.33516483516483514
3,0.73,0.33791208791208793
3,0.74,0.34065934065934067
3,0.76,0.3434065934065934
3,0.76,0.34615384615384615
3,0.76,0.3489010989010989
3,0.77,0.3516483516483517
3,0.77,0.3543956043956044
3,0.78,0.35714285714285715
3,0.78,0.3598901098901099
3,0.8,0.3626373626373626
3,0.81,0.36538461538461536
3,0.81,0.36813186813186816
3,0.81,0.3708791208791209
3,0.82,0.37362637362637363
3,0.82,0.37637362637362637
3,0.82,0.3791208791208791
3,0.82,0.38186813186813184
3,0.82,0.38461538461538464
3,0.82,0.3873626373626374
3,0.82,0.3901098901098901
3,0.83,0.39285714285714285
3,0.83,0.3956043956043956
3,0.84,0.3983516483516483
3,0.84,0.4010989010989011
3,0.85,0.40384615384615385
3,0.85,0.4065934065934066
3,0.86,0.40934065934065933
3,0.86,0.41208791208791207
3,0.86,0.41483516483516486
3,0.87,0.4175824175824176
3,0.87,0.42032967032967034
3,0.88,0.4230769230769231
3,0.88,0.4258241758241758
3,0.88,0.42857142857142855
3,0.88,0.43131868131868134
3,0.88,0.4340659340659341
3,0.89,0.4368131868131868
3,0.9,0.43956043956043955
3,0.9,0.4423076923076923
3,0.9,0.44505494505494503
3,0.9,0.4478021978021978
3,0.93,0.45054945054945056
3,0.93,0.4532967032967033
3,0.93,0.45604395604395603
3,0.94,0.45879120879120877
3,0.94,0.46153846153846156
3,0.95,0.4642857142857143
3,0.96,0.46703296703296704
3,0.96,0.4697802197802198
3,0.96,0.4725274725274725
3,0.96,0.47527472527472525
3,0.96,0.47802197802197804
3,0.97,0.4807692307692308
3,0.97,0.4835164835164835
3,0.98,0.48626373626373626
3,0.98,0.489010989010989
3,0.98,0.49175824175824173
3,0.98,0.4945054945054945
3,0.99,0.49725274725274726
3,1.0,0.5
3,1.0,0.5027472527472527
3,1.0,0.5054945054945055
3,1.01,0.5082417582417582
3,1.01,0.510989010989011
3,1.01,0.5137362637362637
3,1.02,0.5164835164835165
3,1.03,0.5192307692307693
3,1.03,0.521978021978022
3,1.03,0.5247252747252747
3,1.05,0.5274725274725275
3,1.05,0.5302197802197802
3,1.05,0.532967032967033
3,1.06,0.5357142857142857
3,1.07,0.5384615384615384
3,1.07,0.5412087912087912
3,1.07,0.5439560439560439
3,1.08,0.5467032967032966
3,1.08,0.5494505494505495
3,1.08,0.5521978021978022
3,1.09,0.554945054945055
3,1.09,0.5576923076923077
3,1.1,0.5604395604395604
3,1.1,0.5631868131868132
