tier,latency_s,cdf
3,1.1,0.5659340659340659
3,1.11,0.5686813186813187
3,1.12,0.5714285714285714
3,1.12,0.5741758241758241
3,1.13,0.5769230769230769
3,1.13,0.5796703296703297
3,1.13,0.5824175824175825
3,1.13,0.5851648351648352
3,1.14,0.5879120879120879
3,1.14,0.5906593406593407
3,1.14,0.5934065934065934
3,1.14,0.5961538461538461
3,1.14,0.5989010989010989
3,1.15,0.6016483516483516
3,1.16,0.6043956043956044
3,1.17,0.6071428571428571
3,1.19,0.6098901098901099
3,1.21,0.6126373626373627
3,1.21,0.6153846153846154
3,1.21,0.6181318681318682
3,1.21,0.6208791208791209
3,1.23,0.6236263736263736
3,1.23,0.6263736263736264
3,1.24,0.6291208791208791
3,1.26,0.6318681318681318
3,1.26,0.6346153846153846
3,1.27,0.6373626373626373
3,1.27,0.6401098901098901
3,1.27,0.6428571428571429
3,1.29,0.6456043956043956
3,1.3,0.6483516483516484
3,1.31,0.6510989010989011
3,1.31,0.6538461538461539
3,1.31,0.6565934065934066
3,1.32,0.6593406593406593
3,1.36,0.6620879120879121
3,1.37,0.6648351648351648
3,1.37,0.6675824175824175
3,1.38,0.6703296703296703
3,1.38,0.6730769230769231
3,1.39,0.6758241758241759
3,1.4,0.6785714285714286
3,1.4,0.6813186813186813
3,1.42,0.6840659340659341
3,1.42,0.6868131868131868
3,1.42,0.6895604395604396
3,1.43,0.6923076923076923
3,1.47,0.695054945054945
3,1.47,0.6978021978021978
3,1.47,0.7005494505494505
3,1.47,0.7032967032967034
3,1.49,0.7060439560439561
3,1.49,0.7087912087912088
3,1.49,0.7115384615384616
3,1.49,0.7142857142857143
3,1.49,0.717032967032967
3,1.49,0.7197802197802198
3,1.5,0.7225274725274725
3,1.5,0.7252747252747253
3,1.5,0.728021978021978
3,1.5,0.7307692307692307
3,1.5,0.7335164835164835
3,1.51,0.7362637362637363
3,1.52,0.739010989010989
3,1.56,0.7417582417582418
3,1.57,0.7445054945054945
3,1.57,0.7472527472527473
3,1.57,0.75
3,1.58,0.7527472527472527
3,1.59,0.7554945054945055
3,1.59,0.7582417582417582
3,1.59,0.760989010989011
3,1.6,0.7637362637362637
3,1.62,0.7664835164835165
3,1.62,0.7692307692307693
3,1.63,0.771978021978022
3,1.64,0.7747252747252747
3,1.65,0.7774725274725275
3,1.66,0.7802197802197802
3,1.66,0.782967032967033
3,1.66,0.7857142857142857
3,1.67,0.7884615384615384
3,1.68,0.7912087912087912
3,1.7,0.7939560439560439
3,1.71,0.7967032967032966
3,1.71,0.7994505494505495
3,1.72,0.8021978021978022
3,1.74,0.804945054945055
3,1.74,0.8076923076923077
3,1.74,0.8104395604395604
3,1.78,0.8131868131868132
3,1.78,0.8159340659340659
3,1.79,0.8186813186813187
3,1.79,0.8214285714285714
3,1.8,0.8241758241758241
3,1.8,0.8269230769230769
3,1.81,0.8296703296703297
3,1.84,0.8324175824175825
3,1.85,0.8351648351648352
3,1.86,0.8379120879120879
3,1.86,0.8406593406593407
3,1.87,0.8434065934065934
3,1.88,0.8461538461538461
3,1.89,0.8489010989010989
3,1.92,0.8516483516483516
3,1.93,0.8543956043956044
3,1.94,0.8571428571428571
3,1.95,0.8598901098901099
3,1.96,0.8626373626373627
3,1.96,0.8653846153846154
3,1.99,0.8681318681318682
3,2.0,0.8708791208791209
3,2.02,0.8736263736263736
3,2.03,0.8763736263736264
3,2.05,0.8791208791208791
3,2.05,0.8818681318681318
3,2.07,0.8846153846153846
3,2.09,0.8873626373626373
3,2.09,0.8901098901098901
3,2.1,0.8928571428571429
3,2.1,0.8956043956043956
3,2.12,0.8983516483516484
3,2.12,0.9010989010989011
3,2.15,0.9038461538461539
3,2.15,0.9065934065934066
3,2.17,0.9093406593406593
3,2.18,0.9120879120879121
3,2.26,0.9148351648351648
3,2.27,0.9175824175824175
3,2.27,0.9203296703296703
3,2.27,0.9230769230769231
3,2.27,0.9258241758241759
3,2.28,0.9285714285714286
3,2.29,0.9313186813186813
3,2.33,0.9340659340659341
3,2.35,0.9368131868131868
3,2.36,0.9395604395604396
3,2.38,0.9423076923076923
3,2.39,0.945054945054945
3,2.41,0.9478021978021978
3,2.42,0.9505494505494505
3,2.42,0.9532967032967034
3,2.45,0.9560439560439561
3,2.48,0.9587912087912088
3,2.49,0.9615384615384616
3,2.55,0.9642857142857143
3,2.56,0.967032967032967
3,2.62,0.9697802197802198
3,2.67,0.9725274725274725
3,2.67,0.9752747252747253
3,2.68,0.978021978021978
3,2.7,0.9807692307692307
3,2.7,0.9835164835164835
3,2.7,0.9862637362637363
3,2.72,0.989010989010989
3,2.85,0.9917582417582418
3,3.0,0.9945054945054945
3,3.08,0.9972527472527473
3,3.34,1.0
